Temperature;Turbidity (cm);Dissolved Oxygen (mg/L);Biochemical Oxygen Demand (mg/L);Carbon Dioxide (CO2);pH;Total Alkalinity (mg L-1);Total Hardness (mg L-1);Calcium (mg L-1);Ammonia (mg L-1);Nitrite (mg L-1);Phosphorus (mg L-1);Hydrogen Sulfide (mg L-1);Plankton Count (No. L-1);Water Quality Label;Aquaculture Suitability Tier;Aquaculture Suitability Description
23.81;48.79;4.64;1.14;6.49;7.12;52.51;110.83;53.73;0.011;0.006;1.899;0.0193;4417.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.47;32.39;4.61;1.5;7.87;7.02;37.9;121.98;40.42;0.008;0.003;1.361;0.0197;3505.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.85;35.15;4.69;1.67;7.68;7.31;62.23;90.87;27.85;0.019;0.001;0.576;0.0198;3606.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.12;57.02;4.32;1.18;7.17;7.39;72.83;78.15;92.42;0.021;0.008;0.948;0.0191;3575.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.89;72.47;4.92;1.39;5.27;7.52;50.4;81.87;28.82;0.014;0.015;1.336;0.0191;3508.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.6;56.62;4.2;1.92;5.95;7.79;99.81;120.26;46.9;0.017;0.013;1.254;0.0191;3874.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.7;75.43;4.76;1.96;5.54;8.77;91.27;122.65;29.68;0.011;0.019;0.22;0.0194;3747.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.86;34.48;3.1;1.76;5.31;6.79;95.91;105.76;32.09;0.003;0.01;1.49;0.0196;3802.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.83;73.2;3.05;1.07;5.84;6.95;96.35;127.13;96.87;0.012;0.013;1.713;0.0198;3283.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.22;72.87;3.41;1.42;7.98;7.67;26.73;91.15;64.76;0.014;0.007;1.364;0.0194;4387.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.74;74.14;4.16;1.18;6.32;7.28;59.67;80.76;89.15;0.013;0.005;1.426;0.0195;4142.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.84;33.72;4.54;1.26;5.61;8.83;78.16;92.67;71.3;0.014;0.019;0.22;0.0193;4325.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.01;47.11;4.74;1.42;7.22;8.69;91.18;86.94;82.42;0.008;0.003;0.79;0.0194;3696.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.05;41.41;3.16;1.23;7.93;8.97;34.57;128.78;31.85;0.01;0.011;0.137;0.0198;3877.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.15;72.22;4.7;1.17;6.51;6.99;49.96;149.91;55.55;0.01;0.02;1.585;0.0191;3705.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.48;36.7;4.86;1.43;7.87;8.55;46.39;104.52;98.2;0.007;0.018;0.396;0.0192;4108.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.31;74.06;4.08;1.23;7.77;8.04;42.15;76.51;27.17;0.0;0.013;0.706;0.0191;3423.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.06;39.68;3.11;1.95;6.54;7.09;66.66;122.21;34.6;0.006;0.003;0.188;0.0194;3201.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.41;72.33;4.77;1.38;6.06;8.48;60.24;88.28;27.38;0.005;0.014;1.643;0.02;4320.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.8;40.4;3.32;1.36;6.91;7.58;44.84;119.16;41.86;0.019;0.013;0.347;0.0191;3356.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.78;63.53;4.59;1.99;5.82;6.82;95.16;114.77;35.24;0.02;0.016;1.568;0.0198;4240.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.26;40.82;3.61;1.33;6.02;7.93;97.67;100.75;82.06;0.008;0.015;1.941;0.0196;3647.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.53;33.24;4.3;1.89;7.4;6.82;41.18;128.66;28.53;0.01;0.001;0.771;0.0195;3619.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.0;51.46;4.75;1.37;5.71;7.04;37.14;101.29;40.77;0.006;0.01;1.613;0.0195;4331.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.38;45.15;3.29;1.0;5.57;7.67;59.21;115.74;98.12;0.011;0.008;0.324;0.0195;3465.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.22;59.28;4.74;1.76;7.62;7.72;44.11;110.15;45.16;0.023;0.018;1.765;0.0194;4130.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.06;42.29;4.72;1.43;5.03;6.98;44.94;75.98;53.95;0.02;0.004;1.006;0.0197;4239.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.15;67.0;4.5;1.13;7.44;6.8;99.31;84.83;29.54;0.01;0.002;0.337;0.0199;3765.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.78;41.15;4.34;1.85;6.39;8.19;66.93;127.27;40.44;0.018;0.008;1.37;0.0195;3478.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.29;30.02;4.86;1.47;6.19;8.98;88.59;104.97;88.29;0.001;0.014;1.243;0.0196;4219.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.04;30.15;3.79;1.01;6.25;8.14;49.45;91.56;71.29;0.021;0.015;1.225;0.0193;4304.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.44;76.28;3.89;1.94;5.92;7.07;42.65;83.39;79.99;0.023;0.014;1.549;0.0196;3429.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.4;31.98;3.43;1.38;6.44;8.57;79.49;107.38;35.54;0.001;0.015;0.569;0.0199;3142.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.72;56.85;4.59;1.87;5.91;7.43;35.33;97.42;98.94;0.011;0.006;1.951;0.0198;3667.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.87;39.58;4.74;1.87;5.91;8.24;69.18;122.94;75.38;0.02;0.013;0.923;0.019;4084.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.59;38.18;4.45;1.02;7.49;8.11;76.4;81.19;91.91;0.002;0.002;0.876;0.0196;3582.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.09;64.86;3.26;1.87;6.49;6.56;95.55;81.17;43.34;0.008;0.019;1.013;0.0191;4187.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.41;63.44;3.19;1.87;6.85;7.24;84.32;135.19;71.22;0.005;0.01;0.144;0.0194;3962.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.48;69.22;3.19;1.11;7.02;8.76;35.97;130.53;56.87;0.022;0.012;0.902;0.0199;3040.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.75;56.1;3.39;1.96;5.59;8.15;81.91;103.96;53.96;0.019;0.012;0.496;0.019;3126.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.5;69.79;3.88;1.41;6.24;7.25;55.56;148.95;92.42;0.007;0.008;0.422;0.0198;3854.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.32;58.9;3.64;1.92;6.78;7.95;52.16;120.37;88.33;0.012;0.002;1.038;0.0197;4390.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.85;55.77;4.29;1.54;6.16;7.43;92.45;102.14;65.89;0.019;0.005;1.289;0.019;3217.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.29;49.44;4.48;1.25;6.83;6.92;59.3;132.08;84.93;0.008;0.005;0.3;0.0195;3927.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.54;59.01;3.67;1.78;5.05;6.6;37.52;128.94;32.19;0.007;0.01;0.549;0.0192;3547.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.95;54.65;4.63;1.6;6.55;8.96;50.83;113.86;50.76;0.021;0.004;1.445;0.0196;4225.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.03;57.95;3.51;1.2;6.62;7.96;28.78;83.18;65.53;0.014;0.007;1.017;0.0196;3853.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.82;72.73;4.23;1.38;7.81;8.05;32.02;83.14;58.34;0.009;0.004;0.348;0.0197;4480.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.21;64.57;4.71;1.07;7.82;7.2;37.28;90.21;32.38;0.002;0.01;0.745;0.0194;3980.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.63;32.27;3.36;1.99;6.25;8.76;72.39;127.87;70.92;0.012;0.014;0.268;0.0196;3299.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.57;75.05;4.01;1.52;5.88;7.6;80.75;126.6;73.33;0.017;0.009;1.447;0.0196;3128.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.9;42.71;4.42;1.95;5.02;7.11;83.44;138.58;68.53;0.01;0.019;0.567;0.019;3190.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.35;57.78;3.46;1.22;6.05;6.61;64.06;121.32;57.58;0.016;0.015;1.368;0.0191;4481.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.99;60.66;4.62;1.69;6.5;6.8;26.68;134.12;75.85;0.024;0.0;1.363;0.0198;4444.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.28;71.01;4.16;1.47;5.25;7.74;69.96;122.05;39.31;0.004;0.018;0.544;0.0192;4310.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.8;57.43;4.96;1.26;5.53;8.25;50.36;83.68;92.97;0.003;0.01;0.981;0.0191;4152.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.32;31.31;4.78;1.84;6.93;7.31;83.83;92.28;99.01;0.023;0.013;0.98;0.0195;3854.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.28;71.88;4.53;1.29;7.79;6.53;92.19;98.55;95.78;0.018;0.014;0.831;0.0194;3083.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.07;78.04;4.77;1.12;7.51;8.13;56.94;98.49;49.03;0.017;0.0;1.742;0.0197;4202.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.57;71.56;3.65;1.38;6.02;6.97;99.86;144.04;30.86;0.021;0.013;1.753;0.0197;3712.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.51;50.11;4.45;1.21;5.08;7.8;87.31;79.37;25.98;0.015;0.015;0.748;0.02;3661.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.25;55.16;3.93;1.51;5.69;8.82;72.16;127.46;78.65;0.007;0.003;1.182;0.0194;4386.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.5;62.63;4.48;1.52;6.93;7.67;84.08;112.6;92.5;0.001;0.014;1.617;0.0195;3387.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.87;64.8;4.12;1.92;6.63;8.67;98.71;113.64;72.3;0.022;0.014;1.502;0.0197;3231.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.93;68.99;3.82;1.95;5.84;7.55;38.45;108.81;45.32;0.002;0.015;0.431;0.0199;3041.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.96;73.92;3.12;1.95;6.09;8.72;57.5;137.57;39.3;0.012;0.017;0.393;0.02;3353.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.29;41.5;4.0;1.5;6.79;7.43;56.18;110.48;98.7;0.016;0.012;0.515;0.0194;4208.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.11;70.02;4.03;1.58;7.5;6.83;97.29;129.66;55.77;0.018;0.02;1.75;0.0193;3085.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.5;67.66;4.04;1.99;7.15;7.57;33.07;105.21;71.59;0.009;0.018;0.883;0.0192;4327.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.32;79.12;4.01;1.57;5.4;7.48;85.84;83.7;94.41;0.018;0.001;0.613;0.0194;3560.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.34;35.55;3.84;1.61;5.67;8.96;59.46;104.27;72.4;0.013;0.015;0.885;0.0197;3299.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.91;65.84;4.31;1.15;5.65;8.95;71.92;113.93;36.52;0.005;0.01;1.187;0.0196;3460.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.44;63.33;4.44;1.31;5.77;7.27;84.04;127.85;42.38;0.003;0.004;1.438;0.0193;3153.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.91;38.9;4.33;1.73;7.67;8.83;94.35;78.29;95.4;0.016;0.0;0.381;0.0197;3323.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.32;47.73;3.99;1.56;7.21;8.5;94.58;92.1;61.94;0.003;0.019;1.783;0.0193;3497.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.9;49.49;3.19;1.15;6.53;8.84;99.26;137.23;61.41;0.02;0.001;0.728;0.019;3959.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.67;59.25;4.62;1.55;6.39;8.05;94.03;110.48;65.06;0.005;0.014;1.806;0.0192;3914.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.3;39.73;3.79;1.63;5.09;7.42;57.33;103.23;92.36;0.014;0.018;1.159;0.0196;3474.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.68;38.66;3.74;1.68;6.27;7.52;83.33;106.92;61.23;0.016;0.015;0.919;0.0193;3116.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.14;75.89;3.63;1.67;5.79;8.3;56.44;117.11;30.48;0.017;0.017;0.973;0.0193;3759.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.77;47.73;3.82;1.29;6.1;8.08;74.79;110.54;82.38;0.022;0.016;1.481;0.0195;3824.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.22;33.41;4.03;1.14;5.51;7.93;39.66;89.76;61.23;0.014;0.002;1.185;0.0193;4110.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.68;39.82;3.57;1.96;7.2;8.54;38.02;138.2;37.65;0.023;0.014;1.462;0.0194;4404.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.81;55.18;3.95;1.57;5.94;6.87;96.73;117.85;47.03;0.002;0.02;0.803;0.0194;3009.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.78;49.64;3.06;1.2;6.97;7.17;98.88;103.11;45.59;0.024;0.002;1.776;0.02;3242.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.1;75.27;3.28;1.26;6.99;7.44;95.6;82.18;46.92;0.022;0.017;1.922;0.0196;4375.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.57;42.17;3.24;1.09;6.58;6.76;47.61;103.36;95.59;0.001;0.006;1.169;0.0194;3125.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.83;41.64;4.02;1.68;6.71;8.35;94.5;80.7;55.66;0.016;0.001;0.67;0.0193;3531.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.04;30.8;4.88;1.94;7.33;7.32;64.79;89.45;56.31;0.023;0.011;0.113;0.0198;3414.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.04;52.5;3.71;1.15;7.81;7.99;89.52;146.02;59.94;0.005;0.016;0.811;0.0194;3293.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.89;64.78;4.88;1.67;7.89;8.73;45.47;135.58;48.46;0.003;0.011;1.468;0.0194;3537.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.6;65.3;3.61;1.78;5.04;7.22;95.69;84.33;89.6;0.016;0.004;1.226;0.0194;3429.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.1;53.0;3.45;1.9;5.11;8.35;63.99;147.46;66.71;0.001;0.006;1.446;0.0195;3134.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.98;34.89;3.22;1.51;7.86;7.69;61.11;120.23;66.47;0.008;0.012;0.524;0.0197;3187.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.16;62.46;4.21;1.38;6.12;7.54;45.2;125.75;31.02;0.023;0.014;0.135;0.02;3706.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.6;61.37;4.11;1.75;6.75;8.57;71.78;93.2;51.47;0.002;0.012;1.525;0.0197;3785.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.39;37.45;4.21;1.45;6.73;7.81;96.65;145.11;50.04;0.014;0.006;1.578;0.02;3515.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.8;40.1;4.59;1.57;6.24;7.69;57.83;114.99;88.07;0.021;0.018;0.197;0.0191;3874.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.11;63.14;3.04;1.32;6.59;8.65;90.43;75.66;47.77;0.01;0.019;1.539;0.0192;3512.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.86;46.47;4.98;1.27;6.11;6.83;77.61;147.78;50.01;0.01;0.018;1.566;0.0198;4248.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.78;44.02;3.17;1.73;7.52;6.81;60.8;141.01;84.91;0.016;0.007;1.59;0.0199;4292.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.15;50.58;4.8;1.01;6.73;6.83;54.2;123.55;70.04;0.008;0.003;1.635;0.0198;3392.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.58;72.68;3.48;1.65;5.36;8.13;54.44;81.69;32.38;0.004;0.005;1.196;0.0192;3054.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.45;45.23;4.62;1.2;7.15;8.95;37.5;123.14;80.91;0.011;0.01;1.014;0.0196;3552.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.97;67.98;4.23;1.65;5.26;7.97;53.88;80.49;50.96;0.024;0.018;1.173;0.0196;3707.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.61;57.36;3.56;1.28;5.8;7.54;43.37;97.48;45.27;0.021;0.006;0.276;0.02;3498.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.72;68.89;4.3;1.86;5.3;6.52;85.79;121.9;42.89;0.007;0.013;1.588;0.02;4048.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.62;69.35;4.77;1.39;6.19;8.74;48.79;77.16;88.48;0.007;0.012;0.557;0.0192;3450.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.32;77.19;3.76;1.73;6.95;8.94;67.1;86.9;67.42;0.013;0.009;1.567;0.0193;3375.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.49;35.63;4.74;1.28;7.83;8.98;46.96;129.64;42.5;0.017;0.017;1.737;0.0196;4127.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.21;73.33;4.83;1.39;5.75;8.81;85.45;114.92;45.46;0.01;0.002;1.621;0.0195;3639.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.23;72.48;4.82;1.28;5.93;6.96;38.84;89.75;91.83;0.015;0.009;0.702;0.019;4100.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.12;44.76;4.76;1.57;6.84;7.91;26.57;143.87;63.44;0.015;0.007;0.457;0.0192;3698.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.81;41.67;3.43;1.38;7.11;7.75;53.58;91.15;85.51;0.021;0.004;0.239;0.0193;3151.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.11;53.86;3.03;1.13;5.86;8.66;34.64;101.47;92.78;0.007;0.016;1.613;0.019;3865.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.54;39.55;3.18;1.15;5.56;7.42;26.92;86.87;77.5;0.01;0.017;1.039;0.0196;3677.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.18;75.7;4.44;1.71;6.59;8.76;56.66;102.76;61.88;0.021;0.015;0.911;0.0194;4012.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.06;45.79;3.62;1.27;5.84;8.04;88.93;130.28;55.84;0.005;0.016;1.182;0.0196;3429.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.6;35.44;3.43;1.84;6.35;8.43;38.31;77.25;61.98;0.003;0.019;0.646;0.0192;4092.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.75;51.96;3.23;1.17;5.12;8.33;33.49;117.07;67.52;0.022;0.016;0.432;0.02;4318.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.19;56.89;3.73;1.68;7.81;8.93;35.05;91.37;86.76;0.019;0.015;1.286;0.0196;3050.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.21;32.46;3.67;1.24;5.35;8.48;36.46;143.86;63.5;0.019;0.013;0.986;0.0196;4117.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.57;57.57;4.22;1.65;6.57;7.65;64.28;113.85;40.36;0.015;0.001;0.232;0.019;4038.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.5;59.57;3.02;1.33;7.35;8.41;62.38;86.76;61.6;0.008;0.008;0.155;0.0195;4313.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.46;43.76;3.18;1.46;5.98;8.93;67.42;137.27;27.68;0.016;0.003;1.453;0.0193;3362.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.6;50.92;4.11;1.71;6.86;7.14;58.23;131.36;27.31;0.019;0.006;0.507;0.0197;4239.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
